,label,text_len,text_punct,text_cap,text_cleaned
1579,ham,50,0.06,0.04,"['princess', 'bet', 'brothas', 'chasing', '']"
1580,ham,50,0.06,0.02,"['shall', 'book', 'chez', 'jules', 'half', 'eight', 'thats', 'ok', '']"
1581,ham,54,0.0,0.019,"['hhahhaahahah', 'rofl', 'wtf', 'nig', 'leonardo', 'room', 'something', '']"
1582,ham,39,0.128,0.051,"['yep', 'dereks', 'house', 'see', 'sunday', 'lt3', '']"
1583,ham,73,0.123,0.027,"['cool', 'let', 'know', 'kick', 'around', 'ltgt', 'ill', 'day', '']"
1584,ham,19,0.105,0.105,"['sorry', 'ill', 'call', 'later', '']"
1585,ham,268,0.034,0.015,"['wondering', 'would', 'okay', 'call', 'uncle', 'john', 'let', 'know', 'thing', 'nigeria', 'r', 'ltgt', 'dollar', '2years', 'sent', 'know', 'strain', 'plan', 'pay', 'back', 'every', 'dime', 'give', 'every', 'dime', 'expect', 'anything', 'practical', 'something', 'like', '']"
1586,ham,72,0.0,0.014,"['charge', 'transfer', 'charge', 'withdraw', 'anyhow', 'like', '']"
1587,ham,128,0.055,0.102,"['dont', 'search', 'love', 'let', 'love', 'find', 'u', 'thats', 'called', 'falling', 'love', 'bcoz', 'u', 'dont', 'force', 'u', 'fall', 'u', 'know', 'smeone', 'hold', 'u', 'bslvyl', '']"
1588,ham,24,0.083,0.083,"['4', 'let', 'go', 'bill', 'miller', '']"
1589,ham,81,0.062,0.086,"['love', 'set', 'soul', 'fire', 'spark', 'flame', 'big', 'rawring', 'flame', 'xoxo', '']"
1590,ham,116,0.164,0.034,"['somewhr', 'someone', 'surely', 'made', '4', 'u', 'god', 'decided', 'perfect', 'time', 'make', 'u', 'meet', 'dat', 'person', 'till', 'den', 'enjoy', 'ur', 'crush', '']"
1591,ham,26,0.154,0.038,"['thats', 'honeymoon', 'outfit', '']"
1592,ham,43,0.0,0.023,"['help', 'propose', 'going', 'back', 'tomorrow', '']"
1593,spam,117,0.077,0.145,"['private', '2003', 'account', 'statement', 'show', '800', 'unredeemed', 'point', 'call', '08719899230', 'identifier', 'code', '41685', 'expires', '071104', '']"
1594,ham,125,0.056,0.048,"['never', 'blame', 'day', 'ur', 'life', 'good', 'day', 'give', 'u', 'happiness', 'bad', 'day', 'give', 'u', 'experience', 'essential', 'life', 'god', 'blessing', 'good', 'morning', '']"
1595,ham,36,0.028,0.028,"['pls', 'confirm', 'time', 'collect', 'cheque', '']"
1596,spam,118,0.017,0.042,"['registered', 'subscriber', 'yr', 'draw', '4', 'å', '100', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'an', 'next', 'olympics', 'txt', 'an', '80062', '']"
1597,spam,122,0.033,0.172,"['urgent', 'mobile', 'number', 'awarded', 'å', '2000', 'prize', 'guaranteed', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hrs', '150ppm', '']"
1598,ham,28,0.071,0.036,"['daddy', 'take', 'good', 'care', '']"
1599,ham,39,0.026,0.051,"['yeah', 'probably', 'still', 'gotta', 'check', 'leo', '']"
1600,ham,22,0.091,0.045,"['kthen', 'special', '']"
1601,ham,101,0.02,0.02,"['carlos', 'taking', 'sweet', 'time', 'usual', 'let', 'know', 'patty', 'donewant', 'smoke', 'ill', 'tell', 'haul', 'as', '']"
1602,ham,22,0.182,0.091,"['ok', 'pa', 'nothing', 'problem', '']"
1603,ham,117,0.043,0.026,"['heard', 'job', 'im', 'going', 'wildlife', 'talk', 'tonight', 'u', 'want2come', 'that2worzels', 'wizzle', 'whatever', '']"
1604,ham,110,0.027,0.155,"['god', 'picked', 'flower', 'dippeditinadew', 'lovingly', 'touched', 'itwhichturnedinto', 'u', 'gifted', 'tomeandsaidthis', 'friend', '4u', '']"
1605,ham,20,0.05,0.05,"['came', 'hostel', '']"
1606,ham,36,0.194,0.056,"['ok', 'prob', 'ill', 'come', 'lunch', '']"
1607,ham,79,0.063,0.013,"['jus', 'telling', 'u', 'dat', 'ill', 'b', 'leaving', '4', 'shanghai', '21st', 'instead', 'well', 'haf', 'time', '2', 'meet', 'cya', '']"
1608,ham,117,0.051,0.051,"['freezing', 'home', 'yet', 'remember', 'kiss', 'mom', 'morning', 'love', 'think', 'missing', 'yet', '']"
1609,ham,30,0.067,0.033,"['ready', 'big', 'day', 'tomorrow', '']"
1610,ham,26,0.038,0.038,"['ill', 'probably', 'around', 'mu', 'lot', '']"
1611,ham,3,0.0,0.0,"['645', '']"
1612,spam,134,0.097,0.082,"['rtking', 'pro', 'video', 'club', 'need', 'help', 'inforingtonekingcouk', 'call', '08701237397', 'must', '16', 'club', 'credit', 'redeemable', 'wwwringtonekingcouk', 'enjoy', '']"
1613,ham,23,0.087,0.043,"['thnx', 'dude', 'u', 'guy', '2nite', '']"
1614,ham,46,0.065,0.043,"['sef', 'dey', 'laugh', 'meanwhile', 'hows', 'darling', 'anjie', '']"
1615,ham,21,0.0,0.048,"['mm', 'food', 'da', '']"
1616,ham,97,0.021,0.021,"['k', 'make', 'sense', 'btw', 'carlos', 'difficult', 'guy', 'gonna', 'smoke', 'go', 'pick', 'second', 'batch', 'get', 'gas', '']"
1617,ham,24,0.042,0.042,"['u', 'download', 'fring', 'app', '']"
1618,ham,93,0.065,0.011,"['2', 'oz', 'guy', 'kinda', 'flaky', 'one', 'friend', 'interested', 'picking', 'ltgt', 'worth', 'tonight', 'possible', '']"
1619,ham,31,0.0,0.032,"['friend', 'u', 'stay', 'fb', 'chat', '']"
1620,ham,118,0.144,0.051,"['fuck', 'babe', 'miss', 'sooooo', 'much', 'wish', 'sleep', 'bed', 'lonely', 'go', 'sleep', 'dream', 'love', '']"
1621,ham,125,0.128,0.096,"['living', 'simple', 'loving', 'also', 'simple', 'laughing', 'simple', 'winning', 'tooo', 'simple', 'simple', 'difficult', 'gud', 'nte', '']"
1622,spam,109,0.028,0.046,"['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcall', '09058094599', '']"
1623,ham,38,0.079,0.053,"['ah', 'well', 'confuses', 'thing', 'û', '']"
1624,spam,58,0.034,0.017,"['500', 'free', 'text', 'msg', 'text', 'ok', '80488', 'well', 'credit', 'account', '']"
1625,ham,125,0.048,0.048,"['hi', 'dear', 'call', 'urgnt', 'dont', 'know', 'whats', 'problem', 'dont', 'want', 'work', 'problem', 'least', 'tell', 'wating', 'reply', '']"
1626,ham,20,0.1,0.1,"['dear', 'ok', '']"
1627,spam,121,0.05,0.19,"['selected', 'stay', '1', '250', 'top', 'british', 'hotel', 'nothing', 'holiday', 'worth', 'å', '350', 'claim', 'call', 'london', '02072069400', 'bx', '526', 'sw73ss', '']"
1628,ham,34,0.118,0.059,"['yes', 'princess', 'want', 'make', 'happy', '']"
1629,ham,67,0.03,0.015,"['sound', 'like', 'many', 'talent', 'would', 'like', 'go', 'dinner', 'date', 'next', 'week', '']"
1630,ham,35,0.086,0.086,"['going', 'film', '2day', 'da', '6pm', 'sorry', 'da', '']"
1631,ham,59,0.051,0.034,"['watching', 'movie', 'already', 'xy', 'want', '2', 'shop', 'im', 'shopping', 'w', '']"
1632,ham,131,0.076,0.031,"['hello', 'little', 'party', 'animal', 'thought', 'id', 'buzz', 'friend', 'grin', 'reminding', 'loved', 'send', 'naughty', 'adoring', 'kiss', '']"
1633,ham,38,0.053,0.053,"['yesterday', 'going', 'home', '']"
1634,spam,139,0.065,0.475,"['eerie', 'nokia', 'tone', '4u', 'rply', 'tone', 'title', '8007', 'eg', 'tone', 'dracula', '8007', 'title', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'twilight', 'wwwgetzedcouk', 'pobox36504w45wq', '150p', '']"
1635,ham,128,0.055,0.031,"['come', 'life', 'brought', 'sun', 'shiny', 'warming', 'heart', 'putting', 'constant', 'smile', 'face', 'making', 'feel', 'loved', 'cared', '']"
1636,ham,130,0.031,0.038,"['shit', 'wasnt', 'surprised', 'went', 'spent', 'evening', 'french', 'guy', 'met', 'town', 'fooled', 'around', 'bit', 'didnt', 'let', 'fuck', '']"
1637,spam,128,0.07,0.109,"['0anetworks', 'allow', 'company', 'bill', 'sm', 'responsible', 'supplier', 'shop', 'give', 'guarantee', 'sell', 'b', 'g', '']"
1638,ham,33,0.121,0.03,"['great', 'comedycant', 'stop', 'laughing', 'da', '']"
1639,spam,130,0.023,0.085,"['freemsgfeelin', 'kinda', 'lnly', 'hope', 'u', 'like', '2', 'keep', 'company', 'jst', 'got', 'cam', 'moby', 'wanna', 'c', 'pictxt', 'reply', 'date', '82242', 'msg150p', '2rcv', 'hlp', '08712317606', 'stop', '82242', '']"
1640,ham,34,0.088,0.029,"['alright', 'set', 'text', 'man', '']"
1641,ham,104,0.077,0.019,"['hi', 'theyre', 'keen', 'go', 'kind', 'feel', 'shouldnt', 'go', 'tomo', 'dont', 'mind', '']"
1642,ham,21,0.0,0.048,"['sleeping', 'nt', 'feeling', 'well', '']"
1643,ham,29,0.069,0.931,"['u', 'switch', 'fone', 'dammit', '']"
1644,ham,21,0.095,0.048,"['india', 'take', 'lead', '']"
1645,ham,25,0.08,0.08,"['ill', 'post', 'l8r', 'class', '']"
1646,ham,30,0.067,0.1,"['thts', 'wat', 'wright', 'brother', 'fly', '']"
1647,ham,105,0.086,0.048,"['evening', 'v', 'good', 'somewhat', 'event', 'laden', 'fill', 'dont', 'worry', 'û', 'head', 'ok', 'throat', 'wrecked', 'see', 'six', '']"
1648,ham,130,0.108,0.123,"['u', 'laugh', 'really', 'loud', 'u', 'talk', 'spontaneously', 'u', 'dont', 'care', 'others', 'feel', 'u', 'probably', 'dear', 'amp', 'best', 'friend', 'goodevening', 'dear', '']"
1649,ham,24,0.042,0.958,"['laptop', 'take', '']"
1650,ham,92,0.054,0.011,"['dont', 'file', 'bagi', 'work', 'called', 'mei', 'tell', 'find', 'anything', 'room', '']"
1651,ham,66,0.136,0.045,"['wan', 'early', 'lei', 'outside', 'wun', 'b', 'home', 'early', 'neva', 'mind', '']"
1652,spam,105,0.086,0.114,"['ur', 'chance', 'win', 'å', '250', 'cash', 'every', 'wk', 'txt', 'action', '80608', 'tscs', 'wwwmovietriviatv', 'custcare', '08712405022', '1x150pwk', '']"
1653,ham,114,0.132,0.061,"['bugis', 'juz', 'wat', 'im', 'walking', 'home', 'oredi', 'ìï', 'late', 'reply', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy', 'r', 'ì', '']"
1654,ham,62,0.097,0.194,"['wishing', 'family', 'merry', 'x', 'ma', 'happy', 'new', 'year', 'advance', '']"
1655,ham,16,0.062,0.062,"['7', 'go', 'ok', 'na', '']"
1656,ham,72,0.083,0.056,"['yes', 'posted', 'couple', 'pic', 'fb', 'there', 'still', 'snow', 'outside', 'im', 'waking', '']"
1657,ham,51,0.098,0.02,"['sif', 'one', 'good', 'partnership', 'going', 'take', 'lead', '']"
1658,spam,127,0.047,0.197,"['rgent', '2nd', 'attempt', 'contact', 'uu', 'å', '1250', 'call', '09071512433', 'b4', '050703', 'tcsbcm4235wc1n3xx', 'callcost', '150ppm', 'mobilesvary', 'maxå', '7', '50', '']"
1659,ham,24,0.125,0.042,"['yeah', 'wheres', 'class', '']"
1660,ham,33,0.061,0.061,"['send', 'bec', 'temple', 'na', '']"
1661,ham,62,0.065,0.032,"['arent', 'coming', 'home', 'class', 'right', 'need', 'work', 'shower', '']"
1662,spam,136,0.007,0.162,"['hi', 'ur', 'lookin', '4', 'saucy', 'daytime', 'fun', 'wiv', 'busty', 'married', 'woman', 'free', 'next', 'week', 'chat', '2', 'sort', 'time', '09099726429', 'janinexx', 'callså', '1minmobsmorelkpobox177hp51fl', '']"
1663,ham,22,0.045,0.045,"['mostly', 'like', '']"
1664,ham,11,0.273,0.182,"['ìï', 'v', 'fan', '']"
1665,ham,103,0.097,0.029,"['dunno', 'co', 'v', 'late', 'n', 'reach', 'inside', 'already', 'ate', 'spageddies', 'lor', 'e', 'gal', 'r', 'laughing', 'lor', '']"
1666,ham,60,0.0,0.017,"['guess', 'spent', 'last', 'night', 'phasing', 'fourth', 'dimension', '']"
1667,ham,70,0.014,0.014,"['dad', 'gonna', 'call', 'get', 'work', 'ask', 'crazy', 'question', '']"
1668,ham,23,0.174,0.13,"['yesbut', 'said', '']"
1669,ham,125,0.104,0.032,"['hurting', 'n', 'meaningful', 'line', 'ever', 'compromised', 'everything', 'love', 'end', 'love', 'compromised', 'everything', 'gud', 'mornin', '']"
1670,ham,10,0.1,0.1,"['lmaonice', '1', '']"
1671,ham,19,0.053,0.053,"['glad', 'see', 'reply', '']"
1672,spam,131,0.038,0.176,"['urgent', 'trying', 'contact', 'u', 'today', 'draw', 'show', 'å', '800', 'prize', 'guaranteed', 'call', '09050001295', 'land', 'line', 'claim', 'a21', 'valid', '12hrs', '']"
1673,spam,61,0.066,0.066,"['monthly', 'password', 'wap', 'mobsicom', '391784', 'use', 'wap', 'phone', 'pc', '']"
1674,ham,20,0.0,0.05,"['nah', 'dub', 'je', 'still', 'buff', '']"
1675,ham,122,0.082,0.049,"['painful', 'word', 'thought', 'happy', 'toughest', 'thing', 'earth', 'toughest', 'acting', 'happy', 'unspoken', 'pain', 'inside', '']"
1676,ham,40,0.15,0.05,"['yeah', 'thats', 'fine', 'å', '6', 'get', 'ok', '']"
1677,ham,32,0.031,0.031,"['lol', 'u', 'come', 'idea', '']"
1678,ham,128,0.047,0.031,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'end', 'shjas', '']"
1679,ham,102,0.098,0.029,"['today', 'song', 'dedicated', 'day', 'song', 'u', 'dedicate', 'send', 'ur', 'valuable', 'frnds', 'first', 'rply', '']"
1680,ham,15,0.2,0.133,"['okay', 'wait', 'ah', '']"
1681,ham,5,0.2,0.2,"['lei', '']"
1682,ham,97,0.021,0.969,"['hi', 'babe', 'u', 'r', 'likely', 'bed', 'im', 'sorry', 'tonight', 'really', 'wanna', 'see', 'u', 'tomorrow', 'call', '9', 'love', 'xxx', '']"
1683,ham,38,0.0,0.026,"['already', 'squatting', 'new', 'way', 'walking', '']"
1684,ham,23,0.0,0.043,"['want', 'bold', '2', 'bb', 'torch', '']"
1685,ham,30,0.033,0.067,"['cramp', 'stopped', 'going', 'back', 'sleep', '']"
1686,spam,147,0.02,0.007,"['today', 'vodafone', 'number', 'ending', '0089my', 'last', 'four', 'digit', 'selected', 'received', 'å', '350', 'award', 'number', 'match', 'please', 'call', '09063442151', 'claim', 'å', '350', 'award', '']"
1687,spam,99,0.071,0.091,"['free', 'top', 'ringtone', 'sub', 'weekly', 'ringtoneget', '1st', 'week', 'freesend', 'subpoly', '816183', 'per', 'weekstop', 'sms08718727870', '']"
1688,ham,28,0.071,0.071,"['nan', 'sonathaya', 'soladha', 'bos', '']"
1689,ham,19,0.0,0.053,"['bring', 'tat', 'cd', 'forget', '']"
1690,spam,102,0.049,0.137,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'algarve', 'txt', 'ansr', '82277', 'å', '150', 'sptyrone', '']"
1691,ham,34,0.059,0.059,"['dont', 'know', 'im', 'raping', 'dude', 'poker', '']"
1692,ham,82,0.049,0.061,"['weightloss', 'girl', 'friend', 'make', 'load', 'money', 'ebay', 'something', 'give', 'thanks', 'god', '']"
1693,ham,77,0.052,0.052,"['gr8', 'see', 'message', 'r', 'u', 'leaving', 'congrats', 'dear', 'school', 'wat', 'r', 'ur', 'plan', '']"
1694,ham,59,0.085,0.068,"['ìï', 'eatin', 'later', 'im', 'eatin', 'wif', 'frens', 'lei', 'ìï', 'going', 'home', 'first', '']"
1695,ham,61,0.148,0.049,"['finish', 'already', 'yar', 'keep', 'saying', 'mushy', 'embarrassed', 'ok', '']"
1696,ham,61,0.033,0.033,"['sorry', 'man', 'stash', 'ran', 'dry', 'last', 'night', 'cant', 'pick', 'sunday', '']"
1697,ham,49,0.061,0.061,"['hai', 'priya', 'right', 'doctor', 'said', 'pa', '']"
1698,spam,122,0.033,0.025,"['free', 'msg', 'sorry', 'service', 'ordered', '81303', 'could', 'delivered', 'sufficient', 'credit', 'please', 'top', 'receive', 'service', '']"
1699,ham,5,0.6,0.2,"['ok', '']"
1700,ham,26,0.0,0.038,"['please', 'ask', 'mummy', 'call', 'father', '']"
1701,ham,63,0.095,0.032,"['come', 'room', 'cannot', 'come', 'house', 'co', 'house', 'still', 'messy', 'haha', '']"
1702,ham,26,0.038,0.038,"['lost', '10', 'kilo', 'today', '']"
1703,ham,21,0.095,0.095,"['taste', 'fish', 'curry', 'p', '']"
1704,ham,107,0.065,0.037,"['might', 'accidant', 'tookplace', 'somewhere', 'ghodbandar', 'rd', 'traffic', 'move', 'slovely', 'plz', 'slip', 'amp', 'dont', 'worry', '']"
1705,ham,57,0.105,0.088,"['yun', 'ahnow', 'ì', 'wkg', 'wherebtw', 'ì', 'go', 'nu', 'sc', 'ìï', 'wana', 'specialise', 'wad', '']"
1706,ham,60,0.083,0.05,"['yes', 'one', 'woman', 'man', 'please', 'tell', 'like', 'dislike', 'bed', '']"
1707,ham,57,0.053,0.053,"['test', 'earlier', 'appreciate', 'call', 'tomorrow', '']"
1708,ham,114,0.061,0.044,"['hows', 'loverboy', 'keep', 'coming', 'queen', 'hmmm', 'doesnt', 'ache', 'speak', 'miss', 'desparately', '']"
1709,ham,46,0.13,0.043,"['u', 'meet', 'fren', 'dun', 'wan', 'meet', 'ah', 'muz', 'b', 'guy', 'rite', '']"
1710,ham,51,0.078,0.02,"['promise', 'though', 'havent', 'even', 'gotten', 'dinner', 'yet', '']"
1711,ham,39,0.051,0.051,"['got', 'back', 'dislike', 'bed', '']"
1712,ham,53,0.019,0.0,"['turn', 'stereo', 'love', 'mi', 'phone', 'unknown', 'album', '']"
1713,spam,123,0.049,0.203,"['hard', 'live', '121', 'chat', '60pmin', 'choose', 'girl', 'connect', 'live', 'call', '09094646899', 'cheap', 'chat', 'uk', 'biggest', 'live', 'service', 'vu', 'bcm1896wc1n3xx', '']"
1714,ham,19,0.053,0.105,"['yeah', 'dont', 'see', '']"
1715,ham,46,0.043,0.043,"['asking', 'u', 'knw', 'nt', 'may', 'ur', 'frnds', 'classmate', '']"
1716,ham,88,0.057,0.045,"['sorry', 'earlier', 'putting', 'firesare', 'around', 'talk', '9', 'actually', 'life', 'lol', '']"
1717,spam,114,0.079,0.298,"['wow', 'boy', 'r', 'back', 'take', '2007', 'uk', 'tour', 'win', 'vip', 'ticket', 'prebook', 'vip', 'club', 'txt', 'club', '81303', 'trackmarque', 'ltd', 'infovipclub4u', '']"
1718,ham,45,0.133,0.022,"['missionary', 'hook', 'doggy', 'hook', 'standing', '']"
1719,ham,58,0.103,0.052,"['u', 'better', 'go', 'sleep', 'dun', 'disturb', 'u', 'liao', 'u', 'wake', 'msg', 'lor', '']"
1720,ham,115,0.035,0.009,"['fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose', '']"
1721,ham,120,0.008,0.075,"['watching', 'house', 'ûò', 'entertaining', 'ûò', 'getting', 'whole', 'hugh', 'laurie', 'thing', 'ûò', 'even', 'stick', 'ûò', 'indeed', 'especially', 'stick', '']"
1722,ham,53,0.057,0.057,"['thought', 'praps', 'meant', 'another', 'one', 'goodo', 'ill', 'look', 'tomorrow', '']"
1723,ham,128,0.078,0.07,"['hi', 'jon', 'pete', 'ive', 'bin', '2', 'spain', 'recently', 'hav', 'sum', 'dinero', 'left', 'bill', 'said', 'u', 'ur', 'åôrents', 'mayb', 'interested', 'hav', '12000pes', 'around', 'å', '48', 'tb', 'james', '']"
1724,ham,31,0.194,0.065,"['bold', '2', 'ltgt', '']"
1725,ham,53,0.113,0.038,"['know', 'shall', 'speak', 'ltgt', 'minute', '']"
1726,ham,106,0.085,0.896,"['alrite', 'hunnywot', 'u', '2', '2nite', 'didnt', 'end', 'goin', 'town', 'jus', 'da', 'pub', 'instead', 'jus', 'chillin', 'da', 'mo', 'bedroomlove', 'jen', 'xxx', '']"
1727,ham,20,0.0,0.05,"['went', 'project', 'centre', '']"
1728,ham,115,0.052,0.052,"['per', 'request', 'maangalyam', 'alaipayuthe', 'set', 'callertune', 'caller', 'press', '9', 'copy', 'friend', 'callertune', '']"
1729,ham,27,0.0,0.074,"['lol', 'yeah', 'point', 'guess', '']"
1730,ham,22,0.045,0.045,"['project', 'w', 'frens', 'lor', '']"
1731,ham,45,0.022,0.044,"['lol', 'well', 'quality', 'aint', 'bad', 'aint', 'complaining', '']"
1732,ham,23,0.087,0.043,"['k', 'happen', 'tonight', '']"
1733,spam,191,0.084,0.073,"['hi', 'mandy', 'sullivan', 'calling', 'hotmix', 'fmyou', 'chosen', 'receive', 'å', '500000', 'easter', 'prize', 'drawplease', 'telephone', '09041940223', 'claim', '290305', 'prize', 'transferred', 'someone', 'else', '']"
1734,ham,32,0.094,0.031,"['think', 'going', 'finn', 'come', '']"
1735,ham,30,0.0,0.033,"['tired', 'special', '']"
1736,ham,19,0.0,0.053,"['come', 'tomorrow', 'di', '']"
1737,ham,41,0.024,0.049,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message', '']"
1738,ham,28,0.179,0.071,"['k', 'go', 'sleep', 'well', 'take', 'rest', '']"
1739,ham,28,0.071,0.036,"['u', 'guy', 'never', 'invite', 'anywhere', '']"
1740,spam,133,0.023,0.226,"['ur', 'going', '2', 'bahamas', 'callfreefone', '08081560665', 'speak', 'live', 'operator', 'claim', 'either', 'bahamas', 'cruise', 'ofå', '2000', 'cash', '18only', 'opt', 'txt', 'x', '07786200117', '']"
1741,ham,60,0.067,0.033,"['want', 'please', 'inside', 'outside', 'bedroom', '']"
1742,ham,121,0.124,0.868,"['ey', 'calm', 'downon', 'theacusations', 'itxt', 'u', 'co', 'iwana', 'know', 'wotu', 'r', 'doin', 'thewend', 'haventcn', 'u', 'agesring', 'ur', 'up4', 'nething', 'satlove', 'j', 'xxx', '']"
1743,ham,25,0.04,0.04,"['love', 'wine', 'dine', 'lady', '']"
1744,spam,132,0.015,0.03,"['someone', 'conacted', 'dating', 'service', 'entered', 'phone', 'fancy', 'youto', 'find', 'call', 'landline', '09111030116', 'pobox12n146tf15', '']"
1745,ham,128,0.039,0.023,"['iåõm', 'cool', 'ta', 'luv', 'vtired', '2', 'cause', 'doin', 'load', 'planning', 'wk', 'got', 'social', 'service', 'inspection', 'nursery', 'take', 'care', 'spk', 'sn', 'x', '']"
1746,ham,69,0.058,0.014,"['know', 'account', 'detailsi', 'ask', 'mom', 'send', 'youmy', 'mom', 'reach', '']"
1747,ham,26,0.038,0.038,"['think', 'u', 'wrong', 'number', '']"
1748,ham,138,0.087,0.196,"['feel', 'always', 'happy', 'slowly', 'becomes', 'habit', 'amp', 'finally', 'becomes', 'part', 'life', 'follow', 'happy', 'morning', 'amp', 'happy', 'day', '']"
1749,ham,17,0.0,1.0,"['b', 'late', 'love', 'mum', '']"
1750,ham,23,0.174,0.043,"['got', 'itmail', 'panren', 'paru', '']"
1751,ham,75,0.013,0.013,"['', 'thinking', 'chuckin', 'ur', 'red', 'green', 'n', 'black', 'trainners', '2', 'save', 'carryin', 'bac', 'train', '']"
1752,ham,31,0.0,0.032,"['give', 'one', 'miss', 'number', 'please', '']"
1753,ham,36,0.056,0.056,"['jus', 'came', 'back', 'fr', 'lunch', 'wif', 'si', 'u', 'leh', '']"
1754,ham,50,0.04,0.04,"['schedule', 'next', 'week', 'town', 'weekend', '']"
1755,ham,35,0.114,0.029,"['really', 'gooddhanush', 'rock', '']"
1756,ham,39,0.026,0.051,"['lmao', 'ok', 'wont', 'needing', 'u', 'hair', 'anymore', '']"
1757,ham,28,0.143,0.036,"['miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya', '']"
1758,ham,18,0.222,0.056,"['sorry', 'im', 'free', '']"
1759,ham,82,0.024,0.012,"['u', 'ever', 'get', 'song', 'stuck', 'head', 'reason', 'wont', 'go', 'away', 'til', 'u', 'listen', 'like', '5', 'time', '']"
1760,ham,33,0.152,0.03,"['nt', 'yet', 'chikkusimple', 'habbahw', 'abt', 'u', '']"
1761,ham,175,0.051,0.011,"['got', 'ur', 'mail', 'dileepthank', 'muchand', 'look', 'forward', 'lot', 'supportvery', 'le', 'contact', 'hereremember', 'one', 'venugopal', 'mentionedtomorrow', 'latei', 'shall', 'try', 'come', 'till', 'theregoodnight', 'dear', '']"
1762,ham,136,0.074,0.118,"['sometimes', 'heart', 'remembrs', 'someone', 'much', 'forgets', 'someone', 'soon', 'bcoz', 'heart', 'like', 'everyone', 'liked', 'one', 'remembered', 'everytime', 'bslvyl', '']"
1763,ham,55,0.073,0.182,"['joy', 'father', 'john', 'john', 'name', 'joy', 'father', 'mandan', '']"
1764,spam,122,0.057,0.336,"['hi', '07734396839', 'ibh', 'customer', 'loyalty', 'offer', 'new', 'nokia6600', 'mobile', 'å', '10', 'txtauctiontxt', 'wordstart', 'no81151', 'get', 'now4t', '']"
1765,ham,102,0.127,0.029,"['hi', 'yijue', 'regarding', '3230', 'textbook', 'intro', 'algorithm', 'second', 'edition', 'im', 'selling', '50', '']"
1766,spam,133,0.053,0.211,"['sm', 'auction', 'nokia', '7250i', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', '86021', 'hgsuite3422lands', 'roww1jhl', '16', '']"
1767,ham,20,0.1,0.05,"['k', 'want', 'u', 'come', '']"
1768,ham,55,0.018,0.036,"['little', 'difficult', 'simple', 'way', 'enter', 'place', '']"
1769,ham,95,0.084,0.042,"['ha', 'u', 'e', 'thing', 'got', 'tv', '2', 'watch', 'u', 'thk', '2', 'go', 'tonight', 'u', 'already', 'haf', 'smth', 'mind', '']"
1770,ham,51,0.059,0.059,"['dont', 'show', 'far', 'put', 'new', 'picture', 'facebook', '']"
1771,ham,26,0.115,0.077,"['watching', 'tv', 'got', 'new', 'job', '']"
1772,ham,124,0.04,0.04,"['good', 'afternoon', 'sexy', 'bun', 'go', 'job', 'search', 'wake', 'first', 'thought', 'always', 'love', 'wish', 'fine', 'happy', 'know', 'adore', '']"
1773,ham,34,0.059,0.029,"['im', 'coming', 'whatever', 'want', '']"
1774,ham,41,0.146,0.024,"['ok', 'chikku', '1', 'favourite', 'song', '']"
1775,ham,33,0.03,0.091,"['u', 'see', 'posted', 'facebook', '']"
1776,spam,28,0.036,0.357,"['call', 'freephone', '0800', '542', '0578', '']"
1777,spam,127,0.063,0.11,"['buy', 'space', 'invader', '4', 'chance', '2', 'win', 'orig', 'arcade', 'game', 'console', 'press', '0', 'game', 'arcade', 'std', 'wap', 'charge', 'see', 'o2coukgames', '4', 'term', 'setting', 'purchase', '']"
1778,ham,124,0.056,0.161,"['7', 'wonder', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sm', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear', '']"
1779,spam,137,0.066,0.051,"['loan', 'purpose', 'å', '500', 'å', '75000', 'homeowner', 'tenant', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', '0800', '1956669', 'text', 'back', 'help', '']"
1780,spam,128,0.039,0.234,"['big', 'brother', 'alert', 'computer', 'selected', 'u', '10k', 'cash', '150', 'voucher', 'call', '09064018838', 'ntt', 'po', 'box', 'cro1327', '18', 'bt', 'landline', 'cost', '150ppm', 'mobile', 'vary', '']"
1781,ham,17,0.235,0.0,"['', 'oh', 'well', 'c', 'u', 'later', '']"
